ў	ADP
Беларусі	PROPN
нячаста	ADV
і	CCONJ
не	PART
ведаю	VERB
дакладную	ADJ
сітуацыю	NOUN
.	PUNCT

Вельмі	ADV
шмат	NUM
маіх	DET
сяброў	NOUN
беларускую	ADJ
ведаюць	VERB
і	CCONJ
многія	ADJ
ёй	PRON
карыстаюцца	VERB
.	PUNCT

Іншыя	ADJ
,	PUNCT
хоць	SCONJ
па-беларуску	ADV
не	PART
размаўляюць	VERB
,	PUNCT
вельмі	ADV
добра	ADV
ведаюць	VERB
,	PUNCT
што	SCONJ
гэта	PRON
ненармальна	ADJ
,	PUNCT
нядобра	ADJ
і	CCONJ
трэба	VERB
гэта	PRON
змяніць	VERB
.	PUNCT

Я	PRON
ведаю	VERB
прынамсі	ADV
трох	NUM
чалавекаў	NOUN
,	PUNCT
якіх	PRON
мне	PRON
атрымалася	VERB
натхніць	VERB
,	PUNCT
і	CCONJ
яны	PRON
сапраўды	ADV
пачалі	VERB
карыстацца	VERB
беларускай	ADJ
.	PUNCT

Мне	PRON
здаецца	VERB
,	PUNCT
што	SCONJ
сітуацыя	NOUN
ў	ADP
вас	PRON
нагадвае	VERB
сітуацыю	NOUN
ў	ADP
Чэхіі	PROPN
ў	ADP
пачатку	NOUN
XIX	ADJ
стагоддзя	NOUN
.	PUNCT

Тады	ADV
ў	ADP
нас	PRON
амаль	ADV
увесь	DET
народ	NOUN
размаўляў	VERB
па-нямецку	ADV
,	PUNCT
чэшская	ADJ
мова	NOUN
лічылася	VERB
“	PUNCT
вульгарнай	ADJ
”	PUNCT
,	PUNCT
прымітыўнай	ADJ
,	PUNCT
школы	NOUN
былі	AUX
нямецкія	ADJ
,	PUNCT
па-нямецку	ADV
друкаваліся	VERB
кнігі	NOUN
і	CCONJ
газеты	NOUN
,	PUNCT
па-нямецку	ADV
прапаведвалі	VERB
ў	ADP
цэрквах	NOUN
...	PUNCT

Усё	PRON
паказвала	VERB
на	ADP
тое	PRON
,	PUNCT
што	SCONJ
чэшская	ADJ
мова	NOUN
мёртвая	ADJ
і	CCONJ
ўжо	ADV
не	PART
можа	VERB
вярнуцца	VERB
.	PUNCT

Як	ADV
гэта	PRON
скончылася	VERB
,	PUNCT
можаце	VERB
бачыць	VERB
.	PUNCT

Мы	PRON
жывыя	ADJ
і	CCONJ
мова	NOUN
жывая	ADJ
.	PUNCT

З’явілася	VERB
група	NOUN
інтэлектуалаў	NOUN
,	PUNCT
чыя	DET
дзейнасць	NOUN
распаліла	VERB
пажар	NOUN
нацыянальнага	ADJ
адраджэння	NOUN
.	PUNCT

Раптам	ADV
аказалася	VERB
,	PUNCT
што	SCONJ
“	PUNCT
мёртвая	ADJ
”	PUNCT
мова	NOUN
зусім	ADV
не	PART
такая	DET
ўжо	PART
і	PART
мёртвая	ADJ
!	PUNCT

На	ADP
працягу	NOUN
некалькі	NUM
гадоў	NOUN
сітуацыя	NOUN
зусім	ADV
змянілася	VERB
:	PUNCT
калі	SCONJ
раней	ADV
была	AUX
сорамна	ADJ
размаўляць	VERB
па-чэшску	ADV
,	PUNCT
цяпер	ADV
усе	PRON
,	PUNCT
хто	PRON
хацелі	VERB
сябе	PRON
лічыць	VERB
важнай	ADJ
персонай	NOUN
,	PUNCT
размаўлялі	VERB
па-чэшску	ADV
.	PUNCT

Чэшская	ADJ
мова	NOUN
ды	CCONJ
чэшскі	ADJ
дух	NOUN
ніколі	ADV
не	PART
спынялі	VERB
сваё	DET
існаванне	NOUN
.	PUNCT

Толькі	PART
на	ADP
некаторы	DET
час	NOUN
“	PUNCT
заснулі	VERB
”	PUNCT
і	CCONJ
чакалі	VERB
“	PUNCT
лепшых	ADJ
часоў	NOUN
”	PUNCT
.	PUNCT

І	CCONJ
мне	PRON
здаецца	VERB
,	PUNCT
што	SCONJ
ў	ADP
вас	PRON
тая	DET
ж	PART
сітуацыя	NOUN
.	PUNCT

Беларуская	ADJ
мова	NOUN
і	CCONJ
беларускі	ADJ
дух	NOUN
вогуле	ADV
не	PART
такія	DET
мёртвыя	ADJ
,	PUNCT
як	SCONJ
можа	VERB
падавацца	VERB
.	PUNCT

Думаю	VERB
,	PUNCT
што	SCONJ
дачакаемся	VERB
часу	NOUN
,	PUNCT
калі	SCONJ
яны	PRON
раптам	ADV
прачнуцца	VERB
.	PUNCT

Telegraf.by	X
:	PUNCT
Якой	DET
вы	PRON
бачыце	VERB
будучыню	NOUN
беларускай	ADJ
мовы	NOUN
?	PUNCT

Вранава	PROPN
:	PUNCT
Часткова	ADV
я	PRON
адказала	VERB
раней	ADV
.	PUNCT

Я	PRON
цалкам	ADV
упэўнена	ADJ
,	PUNCT
што	SCONJ
беларуская	ADJ
мова	NOUN
зноў	ADV
загучыць	VERB
у	ADP
беларускім	ADJ
народзе	NOUN
.	PUNCT

Да	ADP
сваіх	DET
сяброў	NOUN
я	PRON
гавару	VERB
:	PUNCT
зараз	ADV
час	NOUN
падрыхтавацца	VERB
.	PUNCT

Калі	SCONJ
зменіцца	VERB
сітуацыя	NOUN
ў	ADP
краіне	NOUN
,	PUNCT
і	CCONJ
гэта	PRON
можа	VERB
здарыцца	VERB
ўжо	ADV
заўтра	ADV
...	PUNCT
,	PUNCT
беларуская	ADJ
мова	NOUN
зноў	ADV
атрымае	VERB
свой	DET
гонар	NOUN
і	CCONJ
ты	PRON
будзеш	AUX
шкадаваць	VERB
,	PUNCT
што	SCONJ
яе	PRON
не	PART
ведаеш	VERB
добра	ADV
.	PUNCT

Вучыся	VERB
зараз	ADV
.	PUNCT

Прымі	VERB
рашэнне	NOUN
і	CCONJ
пачні	VERB
гаварыць	VERB
!	PUNCT

Знешні	ADJ
доўг	NOUN
Беларусі	PROPN
будуць	AUX
вымяраць	VERB
па	ADP
метадалогіі	NOUN
МВФ	PROPN

Беларускія	ADJ
ўлады	NOUN
маюць	VERB
намер	NOUN
прывесці	VERB
паказчыкі	NOUN
па	ADP
вонкавым	ADJ
абавязку	NOUN
ў	ADP
адпаведнасць	NOUN
з	ADP
метадалогіяй	NOUN
Міжнароднага	ADJ
валютнага	ADJ
фонду	NOUN
.	PUNCT

Адпаведныя	ADJ
прапановы	NOUN
ў	ADP
першым	ADJ
паўгоддзі	NOUN
2012	ADJ
падрыхтуюць	VERB
мінэканомікі	NOUN
,	PUNCT
мінфін	NOUN
і	CCONJ
Нацыянальны	ADJ
банк	NOUN
.	PUNCT

Пра	ADP
гэта	PRON
гаворыцца	VERB
ў	ADP
сумеснай	ADJ
пастанове	NOUN
Савета	NOUN
міністраў	NOUN
і	CCONJ
Нацыянальнага	ADJ
банка	NOUN
Беларусі	PROPN
№	SYM
223	NUM
/	PUNCT
7	NUM
ад	ADP
12	ADJ
сакавіка	NOUN
.	PUNCT

Згодна	ADP
з	ADP
дакументам	NOUN
,	PUNCT
мінэканомікі	NOUN
,	PUNCT
Нацбанк	PROPN
і	CCONJ
мінфін	NOUN
будуць	AUX
пастаянна	ADV
прыцягваць	VERB
міжнародныя	ADJ
фінансавыя	ADJ
арганізацыі	NOUN
для	ADP
аналізу	NOUN
сістэмы	NOUN
кіравання	NOUN
валавым	ADJ
знешнім	ADJ
доўгам	NOUN
(	PUNCT
ВВД	PROPN
)	PUNCT
і	CCONJ
вызначэння	NOUN
далейшых	ADJ
напрамкаў	NOUN
яе	DET
ўдасканалення	NOUN
.	PUNCT

Раней	ADV
яны	PRON
ажыццяўлялі	VERB
гэта	PRON
шляхам	ADP
арганізацыі	NOUN
працы	NOUN
місій	NOUN
міжнародных	ADJ
фінансавых	ADJ
арганізацый	NOUN
,	PUNCT
паведамілі	VERB
ў	ADP
Саўміне	PROPN
.	PUNCT

Пастанова	NOUN
таксама	ADV
прадугледжвае	VERB
распрацоўку	NOUN
мінэканомікі	NOUN
,	PUNCT
Нацбанкам	PROPN
,	PUNCT
МЗС	PROPN
і	CCONJ
мінфінам	NOUN
парадку	NOUN
ўліку	NOUN
і	CCONJ
ўзгаднення	NOUN
прыцягнення	NOUN
знешніх	ADJ
пазык	NOUN
арганізацыямі	NOUN
з	ADP
доляй	NOUN
дзяржавы	NOUN
ў	ADP
статутным	ADJ
фондзе	NOUN
.	PUNCT

Свае	DET
прапановы	NOUN
