Заходняя	B-LOC
Прусія	I-LOC
.	O

Прылепскае	B-LOC
каралеўства	I-LOC
(	O
1371—1395	O
)	O

Заморскі	B-LOC
дэпартамент	I-LOC
Францыі	I-LOC

'	O
''	O
Джон	B-PER
Хігінс	I-PER
''	O
'	O

У	O
Хіхітуна	O
верылі	O
на	O
Мядзельшчыне	B-LOC
.	O

Джон	B-PER
Хігінс	I-PER
(	O
8	O
)	O

Філіпіны	B-LOC
(	O
2008—	O
)	O

Робін	B-PER
Хал	I-PER
(	O
68	O
)	O

'	O
''	O
Дзін	B-PER
Цзюньхуэй	I-PER
''	O
'	O

Вікторыя	B-PER
,	I-PER
каралева	I-PER
брытанская	I-PER

)	O
,	O
Літл-Кайман	B-LOC
(	O
19°	O
пн.ш.	O
,	O
80°	O
з.д	O
.	O

У	O
тым	O
жа	O
годзе	O
ўступіў	O
у	O
ВКП	B-ORG
(	I-ORG
б	I-ORG
)	I-ORG
.	O

Еўрапейскае	B-ORG
касмічнае	I-ORG
агенцтва	I-ORG

Чэмпіён	B-ORG
свету	I-ORG
1950	I-ORG
у	O
складзе	O
нацыянальнай	B-ORG
зборнай	I-ORG
Уругвая	I-ORG
.	O

вучыўся	O
на	O
гістарычным	O
факультэце	O
Магілёўскага	B-ORG
дзяржаўнага	I-ORG
педагагічнага	I-ORG
інстытута	I-ORG
.	O

'	O
''	O
Джон	B-PER
Квінсі	I-PER
Адамс	I-PER
''	O
'	O
(	O
1767–1848	O
)	O

'	O
''	O
Сцюарт	B-PER
Бінэм	I-PER
''	O
'	O

Іосіф	B-PER
Рыгоравіч	I-PER
Лангбард	I-PER

'	O
''	O
Крэйг	B-PER
Стэдмэн	I-PER
(	O
80	O
)	O
'	O
''	O

Players	B-ORG
Tour	I-ORG
Championship	I-ORG
2012	I-ORG
/	I-ORG
2013	I-ORG
–	I-ORG
Этап	I-ORG
3	I-ORG
,	I-ORG
снукер	I-ORG

Олівер	B-PER
Лайнс	I-PER
(	O
53	O
)	O

года	O
войскі	O
добраахвотнікаў	O
на	O
некалькі	O
дзён	O
узялі	O
Растоў-на-Доне	B-LOC
.	O

Браў	O
удзел	O
у	O
марской	O
экспедыцыі	O
,	O
якая	O
ўпершыню	O
ў	O
гісторыі	O
праплыла	O
з	O
Еўропы	B-LOC
да	O
Індыі	B-LOC
.	O

'	O
''	O
Марк	B-PER
Сэлбі	I-PER
''	O
'	O

(	O
напрыклад	O
,	O
Майконг	B-LOC
)	O

Лаакоан	B-ORG
і	I-ORG
яго	I-ORG
сыны	I-ORG

Працякае	O
па	O
ўзвышшы	O
Агульны	B-LOC
Сырт	I-LOC
.	O

'	O
''	O
Джад	B-PER
Трамп	I-PER
''	O
'	O

У	O
Фларэнційскай	B-ORG
рэспубліцы	I-ORG
ўсталявалася	O
ўлада	O
роду	B-ORG
Медычы	I-ORG

У	O
Беларусі	B-LOC
жыве	O
падвід	O
''Chrysochracn	O
dispar	O
dispar	O
Germ	O
''	O
,	O
знойдзены	O
ў	O
Гомельскай	B-LOC
і	O
Віцебскай	B-LOC
абласцях	I-LOC
.	O

'	O
''	O
Дэцый	B-PER
Траян	I-PER
''	O
'	O

Месціцца	O
ў	O
42	O
км	O
на	O
паўднёвы	O
захад	O
ад	O
Сувы	B-LOC
.	O

'	O
''	O
Марк	B-PER
Ален	I-PER
''	O
'	O

'	O
''	O
Ліам	B-PER
Хайфілд	I-PER
(	O
82	O
)	O
'	O
''	O

'	O
''	O
Мэцью	B-PER
Стывенс	I-PER
''	O
'	O

Спіс	B-ORG
каралёў	I-ORG
Іерусаліма	I-ORG

'	O
''	O
Юй	B-PER
Дэлу	I-PER
(	O
48	O
)	O
'	O
''	O

'	O
''	O
Марк	B-PER
Дэвіс	I-PER
''	O
'	O

'	O
''	O
Артур	B-PER
Корнберг	I-PER
''	O
'	O
(	O
1918–2007	O
)	O

Чырвоная	B-ORG
гвардыя	I-ORG
,	I-ORG
Расія	I-ORG

Упершыню	O
даў	O
поўную	O
характарыстыку	O
зарубінецкай	B-ORG
культуры	I-ORG
.	O

Высокі	B-ORG
прадстаўнік	I-ORG
па	I-ORG
Босніі	I-ORG
і	I-ORG
Герцагавіне	I-ORG

Вялікі	B-ORG
драматычны	I-ORG
тэатр	I-ORG
імя	I-ORG
Г.	I-ORG
А.	I-ORG
Таўстаногава	I-ORG

За	O
месца	O
ў	O
топе	O
змагаліся	O
Роберт	B-PER
Мілкінс	I-PER
(	O
адставанне	O
ад	O
Уайта	B-PER
—	O
менш	O
за	O
4000	O
ачкоў	O
)	O
,	O
Марк	B-PER
Дэвіс	I-PER
(	O
адставанне	O
ад	O
Мілкінса	B-PER
—	O
больш	O
за	O
15000	O
ачкоў	O
)	O
,	O
Грэм	B-PER
Дот	I-PER
(	O
адставанне	O
ад	O
Дэвіса	B-PER
—	O
менш	O
за	O
4000	O
ачкоў	O
)	O
і	O
Раян	B-PER
Дэй	I-PER
(	O
адставанне	O
ад	O
Дота	B-PER
—	O
больш	O
за	O
15000	O
ачкоў	O
)	O
.	O

Архангельскі	B-ORG
сабор	I-ORG
,	I-ORG
Масква	I-ORG

**	O
Мемарыяльная	B-ORG
царква	I-ORG
кайзера	I-ORG
Вільгельма	I-ORG

Бразілія	B-LOC
,	I-LOC
федэральная	I-LOC
акруга	I-LOC

Нордкірхен	B-LOC
(	O
10	O
433	O
)	O

Майкл	B-PER
Холт	I-PER
(	O
140	O
)	O

Ён	O
прымае	O
прамыя	O
рэйсы	O
з	O
Еўропы	B-LOC
і	O
Азіі	B-LOC
.	O

'	O
''	O
Раян	B-PER
Дэй	I-PER
''	O
'	O

'	O
''	O
Сяа	B-PER
Гадун	I-PER
''	O
'	O

Джымі	B-PER
Робертсан	I-PER
(	O
42	O
)	O

'	O
''	O
Ха́ркаўская	O
во́бласць	O
''	O
'	O
(	O
)	O
—	O
адміністрацыйна-тэрытарыяльная	O
адзінка	O
ва	O
Украіне	B-LOC
.	O

выхадцы	O
з	O
Шрывіджаі	O
перасяліліся	O
на	O
Мадагаскар	B-LOC
.	O

'	O
''	O
Марк	B-PER
Сэлбі	I-PER
''	O
'	O

Эрг	B-ORG
,	I-ORG
пустыня	I-ORG

'	O
''	O
Марк	B-PER
Сэлбі	I-PER
''	O
'	O

Рух	B-ORG
за	I-ORG
перагляд	I-ORG
сённяшніх	I-ORG
прынцыпаў	I-ORG
аўтарскага	I-ORG
права	I-ORG

'	O
''	O
'	O
(	O
Францыя	B-LOC
)	O

—	O
)	O
—	O
рэлігійны	O
дзеяч	O
Рэчы	B-LOC
Паспалітай	I-LOC
.	O

Былая	O
штаб-кватэра	O
Dresdner	B-ORG
Bank	I-ORG
.	O

Інгэ	B-PER
I	I-PER
Гарбаты	I-PER

З	O
буйных	O
рынкаў	O
,	O
якія	O
зведалі	O
значны	O
рост	O
,	O
варта	O
вылучыць	O
Кітай	B-LOC
,	O
Расію	B-LOC
,	O
Бразілію	B-LOC
і	O
Індыю	B-LOC
.	O

Адыт'я	B-PER
Мехта	I-PER
(	O
71	O
)	O

Хвоя	B-LOC
сібірская	I-LOC
кедравая	I-LOC

Ян	B-PER
XXIII	I-PER
парушыў	O
гэту	O
традыцыю	O
.	O

'	O
''	O
Сцюарт	B-PER
Бінэм	I-PER
(	O
6	O
)	O
'	O
''	O

Вялікі	B-LOC
Каўказ	I-LOC
,	O
Горны	B-LOC
Крым	I-LOC

Фарэрскія	B-LOC
астравы	I-LOC
90	O
Дзён	O

Васіль	B-PER
Васільевіч	I-PER
Кандзінскі	I-PER

Па	O
іншых	O
дадзеных	O
мае	O
рэліктавы	O
арэал	O
у	O
паўднёвых	O
Карпатах	B-LOC
.	O

У	O
краіну	O
заехалі	O
выхадцы	O
з	O
Аргенціны	B-LOC
,	O
Кубы	B-LOC
,	O
Дамініканскай	B-LOC
Рэспублікі	I-LOC
,	O
Калумбіі	B-LOC
і	O
Венесуэлы	B-LOC
.	O

Адміністрацыйна-тэрытарыяльны	B-LOC
падзел	I-LOC
Парыжа	I-LOC

Азіяцкі	B-ORG
тур	I-ORG
PTC	I-ORG
2013	I-ORG
/	I-ORG
2014	I-ORG
–	I-ORG
Этап	I-ORG
1	I-ORG
,	I-ORG
снукер	I-ORG

Пахаваны	O
разам	O
з	O
яго	O
жонкай	O
у	O
Кафедральным	B-ORG
саборы	I-ORG
Упсалы	I-ORG
.	O

З'яўляецца	O
бясплатнай	O
версіяй	O
базы	O
даных	O
MEDLINE	B-ORG
.	O

З	O
Венецыянскай	B-LOC
рэспублікай	I-LOC
ён	O
падтрымліваў	O
саюзныя	O
адносіны	O
.	O

Балотная	B-LOC
чарапаха	I-LOC
еўрапейская	I-LOC

Механізмы	O
,	O
якія	O
выйшлі	O
з-пад	O
кантролю	O
,	O
самі	O
становяцца	O
свайго	O
роду	O
жывымі	O
і	O
пачынаюць	O
эвалюцыянаваць	O
(	O
Станіслаў	B-PER
Лем	I-PER
«Непераможны»	O
)	O
.	O

'	O
''	O
Джон	B-PER
Хігінс	I-PER
''	O
'	O

'	O
''	O
Яфрэм	B-PER
Яўсеевіч	I-PER
Сакалоў	I-PER
''	O
'	O

Уваходзіць	O
у	O
склад	O
Азербайджана	B-LOC
Плошча	O
-	O
14,4	O
км²	O
.	O

Гняздоўка	B-LOC
,	I-LOC
род	I-LOC
грыбоў	I-LOC

Яан	B-PER
Тынісан	I-PER
(	O
1868-	O
?	O

Васіль	B-PER
Аляксеевіч	I-PER
Дзегцяроў	I-PER

'	O
''	O
Джон	B-PER
Хігінс	I-PER
''	O
'	O

Вайна	B-ORG
на	I-ORG
ўсходзе	I-ORG
Украіны	I-ORG

Іаган	B-PER
Вольфганг	I-PER
фон	I-PER
Гётэ	I-PER

Каліке	B-ORG
(	O
істотна	O
чырваней	O
,	O
чым	O
іншыя	O
)	O

'	O
''	O
Дзін	B-PER
Цзюньхуэй	I-PER
(	O
1	O
)	O
'	O
''	O

Пасля	O
гэтага	O
быў	O
выкліканы	O
ў	O
нацыянальную	B-ORG
зборную	I-ORG
Беларусі	I-ORG
,	O
але	O
так	O
і	O
не	O
дэбютаваў	O
за	O
яе	O
.	O

чалавек	O
)	O
,	O
Беларусі	B-LOC
(	O
роднай	O
называе	O
116	O
тыс	O
.	O

Разам	O
з	O
іншымі	O
азёрамі	O
ўтварае	O
групу	O
Шацкіх	B-LOC
азёр	I-LOC
.	O

Рака	B-LOC
Самара	I-LOC
,	I-LOC
прыток	I-LOC
Волгі	I-LOC

ФК	B-ORG
Дняпро	I-ORG
Магілёў	I-ORG

Сінонім	B-LOC
,	I-LOC
таксанамія	I-LOC

Дзяржаўная	B-ORG
Траццякоўская	I-ORG
галерэя	I-ORG

Майкл	B-PER
Уайт	I-PER
,	O
які	O
ў	O
трэці	O
раз	O
у	O
кар'еры	O
выйшаў	O
у	O
чвэрцьфінал	O
рэйтынгавага	O
турніру	O
,	O
сустракаўся	O
з	O
Маркам	B-PER
Аленам	I-PER
з	O
Паўночнай	B-LOC
Ірландыі	I-LOC
.	O

чалавек	O
,	O
Эстоніі	B-LOC
—	O
16,6	O
тыс	O
.	O

'	O
''	O
Грэм	B-PER
Дот	I-PER
''	O
'	O

У	O
Расіі	B-LOC
план	O
Нансена	O
адразу	O
ж	O
сустрэў	O
самае	O
добразычлівае	O
стаўленне	O
.	O

Такім	O
чынам	O
,	O
Ален	B-PER
упершыню	O
выйшаў	O
у	O
1	O
/	O
8	O
фіналу	O
Шанхай	B-PER
Мастэрс	I-PER
,	O
перамогшы	O
апанента	B-PER
з	O
лікам	O
5:2	O
.	O

Паходзіў	O
са	O
старадаўняга	O
арыстакратычнага	O
роду	O
,	O
які	O
жыў	O
у	O
Нармандыі	B-LOC
.	O

Сафійскі	B-ORG
сабор	I-ORG
,	I-ORG
Канстанцінопаль	I-ORG

Прадпрымаў	O
частыя	O
паездкі	O
ў	O
Лужыцу	B-LOC
,	O
Галічыну	B-LOC
,	O
Балканы	B-LOC
,	O
і	O
Расійскую	B-LOC
імперыю	I-LOC
.	O

—	O
дырэктар	O
Літаратурнага	B-ORG
музея	I-ORG
М.	I-ORG
Багдановіча	I-ORG
.	O

Павел	B-PER
V	I-PER
,	I-PER
Папа	I-PER
Рымскі	I-PER

'	O
''	O
Джон	B-PER
Хігінс	I-PER
''	O
'	O

перакінула	O
6	O
знішчальнікаў	O
у	O
Прыбалтыку	B-LOC
.	O

Энтані	B-PER
Хэмілтан	I-PER
(	O
72	O
)	O

Сцюарт	B-PER
Бінэм	I-PER
(	O
2	O
)	O

Каралеўская	B-ORG
опера	I-ORG
ў	I-ORG
Стакгольме	I-ORG

Радзіма	O
—	O
Мексіка	B-LOC
,	O
Цэнтральная	B-LOC
Амерыка	I-LOC
.	O

Сяло	B-LOC
Карабулак	I-LOC
,	I-LOC
Сайрамскі	I-LOC
раён	I-LOC

'	O
''	O
Грын-Бэй	B-ORG
Пэкерс	I-ORG
''	O
'	O

Пахаваны	O
на	O
Вайсковых	B-ORG
могілках	I-ORG
.	O

Уваходзіць	O
у	O
склад	O
Егіпта	B-LOC
.	O

Жандар	O
ў	O
Італіі	B-LOC
,	O
Чылі	B-LOC
.	O

Станцыя	B-ORG
метро	I-ORG
Малінаўка	I-ORG
,	I-ORG
Мінск	I-ORG

Джоэль	B-PER
Уолкер	I-PER
(	O
72	O
)	O

Аднак	O
ужо	O
першыя	O
даследчыкі	O
прапаноўвалі	O
гіпотэзу	O
аб	O
протаэламскім	B-ORG
насельніцтве	O
,	O
якое	O
стварыла	O
Сіялк	O
.	O

,	O
,	O
,	O
,	O
Югаславія	B-LOC

Олівер	B-PER
Лайнс	I-PER
(	O
55	O
)	O

Аднак	O
у	O
гэты	O
момант	O
паміж	O
Гаміньданам	B-ORG
і	O
кітайскімі	B-ORG
камуністамі	I-ORG
пачалі	O
ўзнікаць	O
рознагалоссі	O
.	O

Горад	B-LOC
Паўлаўск	I-LOC
,	I-LOC
Варонежская	I-LOC
вобласць	I-LOC

Гэта	O
асаблівасць	O
Лацінскай	B-LOC
Амерыкі	I-LOC
,	O
большай	O
часткі	O
Азіі	B-LOC
і	O
часткі	O
Афрыкі	B-LOC
.	O

Тэа	B-PER
Уолкат	I-PER
—	O
Арсенал	B-ORG

Ліга	B-ORG
чэмпіёнаў	I-ORG
УЕФА	I-ORG
2014	I-ORG
/	I-ORG
2015.	I-ORG
Плэй-оф	I-ORG

Па	O
Гесіёду	B-PER
,	O
выдаецца	O
сярод	O
музамі	O
,	O
ідзе	O
за	O
царамі	O
.	O

Быў	O
накіраваны	O
на	O
перападрыхтоўку	O
ў	O
53	O
батальён	O
у	O
Полацку	B-LOC
.	O

Аранжавая	B-ORG
Свабодная	I-ORG
Дзяржава	I-ORG

Сцёк	O
у	O
Балтыйскае	B-LOC
мора	I-LOC
.	O

У	O
канцы	O
года	O
ён	O
пачаў	O
працаваць	O
у	O
якасці	O
фрылансера	O
,	O
штатнага	O
супрацоўніка	O
і	O
замежнага	O
карэспандэнта	O
ў	O
газеце	O
«	O
''	O
Таронта	B-ORG
Стар	I-ORG
Уіклі	I-ORG
''	O
»	O
(	O
)	O
.	O

Камуністычная	B-ORG
партыя	I-ORG
Савецкага	I-ORG
Саюза	I-ORG

Спіс	B-PER
кіраўнікоў	I-PER
Чэхіі	I-PER

На	O
дадзены	O
момант	O
«Атлетыка	B-ORG
Мадрыд»	I-ORG
з'яўляецца	O
адзіным	O
клубам	O
,	O
які	O
тройчы	O
выходзіў	O
у	O
фінал	O
,	O
але	O
ніколі	O
не	O
выйграваў	O
яго	O
.	O

Пасля	O
заканчэння	O
школы	O
ён	O
паступіў	O
на	O
фізічны	O
факультэт	O
Пізанскага	B-ORG
ўніверсітэта	I-ORG
,	O
дзе	O
абараніў	O
пазней	O
дыплом	O
па	O
тэме	O
эксперыментаў	O
з	O
касмічнымі	O
прамянямі	O
.	O

Дзіцячы	B-ORG
фонд	I-ORG
ААН	I-ORG

«Нёман-Мастадрэў»	B-ORG
(	I-ORG
Масты	I-ORG
)	I-ORG
(	O
адмова	O
ад	O
удзелу	O
)	O

Жлобін	B-LOC
—	O
)	O
—	O
удзельнік	O
рэвалюцыйнага	O
руху	O
ў	O
Забайкаллі	B-LOC
.	O

Правінцыя	B-LOC
Верхняе	I-LOC
Ламамі	I-LOC

Руска-турэцкая	B-ORG
вайна	I-ORG
,	I-ORG
1787—1791	I-ORG

Вільгельм	B-PER
II	I-PER
Гогенцолерн	I-PER

Захоўваецца	O
ў	O
зборы	O
Нацыянальным	B-ORG
музеі	I-ORG
ў	I-ORG
Кракаве	I-ORG
.	O

'	O
''	O
Стывен	B-PER
Магуайр	I-PER
''	O
'	O

Юльян	B-PER
Урсын	I-PER
Нямцэвіч	I-PER

Асновы	O
веравучэння	O
і	O
культу	O
сфармуляваў	O
французскі	O
тэолаг	O
Жан	B-PER
Кальвін	I-PER
(	O
1509-64	O
)	O
.	O

народ	O
тубуаі]]	O
''	O
'	O
і	O
'	O
''	O
Астравы	B-LOC
Тубуаі	I-LOC
''	O
'	O
.	O

Сярэдні	O
нахіл	B-LOC
воднай	I-LOC
паверхні	I-LOC
складае	O
1,1	O
м	O
/	O
км	O
.	O

Людвіг	B-PER
ван	I-PER
Бетховен	I-PER

)	O
—	O
настаўніца	O
і	O
польскі	O
грамадскі	O
дзеяч	O
Беларусі	B-LOC
.	O

Упадае	O
ў	O
Індыйскі	B-LOC
акіян	I-LOC
.	O

Джымі	B-PER
Уайт	I-PER
(	O
116	O
)	O

'	O
''	O
Джэрард	B-PER
Грын	I-PER
(	O
60	O
)	O
'	O
''	O

Мюнхенскае	B-ORG
пагадненне	I-ORG
1938	I-ORG
года	I-ORG

Павільёны	O
выстаўкі	O
былі	O
арганізаваны	O
ў	O
Гарадскім	B-ORG
садзе	I-ORG
(	I-ORG
цяпер	I-ORG
Цэнтральны	I-ORG
дзіцячы	I-ORG
парк	I-ORG
імя	I-ORG
Максіма	I-ORG
Горкага	I-ORG
)	I-ORG
.	O

Першы	B-ORG
пераходны	I-ORG
перыяд	I-ORG
,	I-ORG
Егіпет	I-ORG

Сінонім	B-LOC
,	I-LOC
таксанамія	I-LOC

Адзін	O
з	O
пакояў	O
Аўташтата	O
змяшчае	O
інтэрактыўныя	O
прылады	O
,	O
якія	O
адлюстроўваюць	O
звесткі	O
пра	O
распрацоўку	O
аўтамабіляў	O
на	O
прыкладзе	O
Audi	B-ORG
.	O

'	O
''	O
Шон	B-PER
Мёрфі	I-PER
''	O
'	O

Еўзель	B-PER
Гаўрылавіч	I-PER
Гінцбург	I-PER

Народ	O
умбраў	O
даў	O
назву	O
рэгіёну	O
Умбрыя	B-LOC
.	O

Вук	B-PER
(	O
каля	O
1345—1397	O
)	O

Такім	O
чынам	O
,	O
словы	O
«Лонданская	O
кампанія»	O
і	O
Вірджынская	B-ORG
кампанія	I-ORG
сталі	O
сінонімамі	O
.	O

Амаль	O
цалкам	O
праходзіць	O
пад	O
праспектам	B-LOC
Незалежнасці	I-LOC
—	O
галоўнай	O
магістраллю	O
горада	O
.	O

Мора	B-LOC
Бафорта	I-LOC
ляжыць	O
на	O
захадзе	O
.	O

У	O
наступным	O
раўндзе	O
ён	O
быў	O
пераможаны	O
Алі	B-PER
Картэрам	I-PER
5-2	O
.	O

Сяргей	B-PER
Рудольфавіч	I-PER
Шабанаў	I-PER

Бацька	O
назваў	O
яго	O
«Адамам»	O
у	O
гонар	O
князя	O
Адама-Ежы	B-PER
Чартарыйскага	I-PER
.	O

ФК	B-ORG
Сток	I-ORG
Сіці	I-ORG

Марская	B-LOC
лісіца	I-LOC
звычайная	I-LOC

===	O
Арганізацыя	B-ORG
па	I-ORG
забароне	I-ORG
хімічнай	I-ORG
зброі	I-ORG
===	O

Народная	B-ORG
газета	I-ORG
Вестэрботэна	I-ORG

'	O
''	O
Англія	B-LOC
''	O
'	O

ФК	B-ORG
Расінг	I-ORG
Авельянеда	I-ORG

Пазіцыя	O
адмірала	O
ў	O
пытанні	O
пра	O
адрачэнне	O
зрабіла	O
сур'ёзны	O
ўплыў	O
на	O
яго	O
папулярнасць	O
у	O
Белым	B-ORG
руху	I-ORG
як	O
палкаводца	O
,	O
не	O
заплямленага	O
«грахом	O
