Arkímedes	B-PER
.	O

Þeirra	O
sæti	O
taka	O
Víkingur	B-ORG
Ó	I-ORG
.	I-ORG
og	O
Þróttur	B-ORG
R	I-ORG
.	I-ORG

'	O
''	O
Pólsk-litháíska	B-LOC
samveldið	I-LOC
''	O
'	O

'	O
''	O
Wish	B-ORG
You	I-ORG
Were	I-ORG
Here	I-ORG
''	O
'	O
''	O

Cobie	B-PER
Smulders	I-PER
sem	O
Robin	B-PER
Scherbatsky	I-PER

Liðið	O
dróst	O
á	O
móti	O
Danmörku	B-LOC
og	O
tapaði	O
einvíginu	O
naumlega	O
á	O
útivallarmarki	O
.	O

Bogi	B-PER
Th.	I-PER
Melsteð	I-PER
lét	O
þessa	O
hugmynd	O
fyrst	O
í	O
ljósi	O
opinberlega	O
.	O

'	O
''	O
Rangárþing	B-LOC
ytra	I-LOC
66	O
''	O
'-	O
44	O
Dalvík	B-LOC

tilvísun	O
Gramm	B-ORG
(	I-ORG
útgáfa	I-ORG
)	I-ORG

'	O
''	O
Brasilía	B-LOC
''	O
'	O

tilvísun	O
Albert	B-PER
2.	I-PER
Belgíukonungur	I-PER

Í	O
Heimskringlu	B-LOC
segir	O
Snorri	B-PER
Sturluson	I-PER
hann	O
hafa	O
vera	O
stórvitran	O
og	O
minnugan	O
.	O

Athugið	O
að	O
ef	O
þú	O
biður	O
um	O
„latte“	O
á	O
Ítalíu	B-LOC
færir	O
þjónninn	O
þér	O
nær	O
örugglega	O
mjólkurglas	O
.	O

Varaþingmenn	O
Samtakanna	O
kjörtímabilið	O
1974-1978	O
,	O
voru	O
Ólafur	B-PER
Ragnar	I-PER
Grímsson	I-PER
og	O
Jón	B-PER
Baldvin	I-PER
Hannibalsson	I-PER
eins	O
og	O
fyrr	O
sagði	O
.	O

einusinni	O
með	O
lausgyrtum	O
flugfreyjum	O
frá	O
Icelandair	B-ORG

Camillo	B-PER
Benso	I-PER
greifi	I-PER
af	I-PER
Cavour	I-PER

Emily	B-PER
Procter	I-PER
sem	O
Calleigh	O
Duquesne	O

Eftir	O
að	O
hann	O
lét	O
af	O
því	O
starfi	O
,	O
sendi	O
hann	O
''Ísafold	B-ORG
''	I-ORG
erlendar	O
fréttir	O
.	O

Svæðisstjóri	O
fyrir	O
PSI	B-ORG
1975-1984	O

''	O
,	O
''Manhood	O
''	O
,	O
''Wonderland	O
''	O
og	O
Ratatouille	B-ORG
.	O

TILVÍSUN	O
Kaliforníuháskóli	B-ORG
í	I-ORG
Merced	I-ORG

Josh	B-PER
Radnor	I-PER
sem	O
Ted	B-PER
Mosby	I-PER

Kujavíska-Pommern	B-LOC
(	I-LOC
hérað	I-LOC
)	I-LOC

Kristján	B-PER
10	I-PER
.	I-PER

Þorsteinn	B-PER
Pálsson	I-PER
verður	O
formaður	O
Sjálfstæðisflokksins	B-ORG
.	O

Hann	O
tengist	O
Karíbahafi	B-LOC
um	O
Panamaskurðinn	B-LOC
.	O

Hann	O
reyndi	O
einnig	O
að	O
kaupa	O
DV	B-ORG
,	O
sem	O
hafði	O
fjallað	O
um	O
málið	O
,	O
til	O
að	O
leggja	O
blaðið	O
niður	O
.	O

Þær	O
áttu	O
þannig	O
sinn	O
þátt	O
í	O
því	O
að	O
hann	O
var	O
valinn	O
forsetaefni	O
Repúblikanaflokksins	B-ORG
árið	O
eftir	O
.	O

tilvísun	O
Harry	B-PER
S.	I-PER
Truman	I-PER

Vín	B-LOC
(	O
fastanefnd	O
við	O
Öryggis-	B-ORG
og	I-ORG
samvinnustofnun	I-ORG
Evrópu	I-ORG
og	O
Sameinuðu	B-ORG
þjóðirnar	I-ORG
)	O

Eftir	O
milligöngu	O
Breta	B-LOC
náðust	O
sættir	O
og	O
Mexíkóstjórn	O
lofaði	O
að	O
greiða	O
pesóana	O
600.000	O
.	O

Landið	O
er	O
á	O
teygir	O
sig	O
sitthvoru	O
megin	O
við	O
46°N	O
sem	O
er	O
svipað	O
og	O
Frakkland	B-LOC
.	O

Þar	O
er	O
fyrsta	O
heimili	O
fyrir	O
þroskahefta	O
á	O
Íslandi	B-LOC
.	O

tilvísun	O
Johannes	B-PER
Nicolaus	I-PER
Brønsted	I-PER

Kommúnistaflokkur	B-ORG
Íslands	I-ORG
(	I-ORG
m-l	I-ORG
)	I-ORG

TILVÍSUN	O
Hilmir	B-PER
Snær	I-PER
Guðnason	I-PER

Á	O
meðan	O
sendu	O
Hitler	B-PER
og	O
Mussolini	B-PER
heilar	O
hersveitir	O
á	O
vettvang	O
og	O
einræðisstjórnin	O
í	O
Portúgal	B-LOC
veitti	O
opinskátt	O
aðstoð	O
yfir	O
landamærin	O
.	O

Skaginn	O
er	O
umlukinn	O
hafi	O
nema	O
þar	O
sem	O
hann	O
tengist	O
Kólaskaga	B-LOC
.	O

Her	O
Margrétar	B-PER
Valdimarsdóttur	I-PER
sest	O
um	O
Stokkhólm	B-LOC
sem	O
varinn	O
er	O
af	O
her	O
Albrekts	B-PER
af	I-PER
Mecklenburg	I-PER
.	O

'	O
''	O
Reykjavík	B-LOC
71	O
''	O
'	O
-	O
Reykjanesbær	B-LOC
61	O

Átta	O
eru	O
þekktar	O
og	O
varðveittar	O
í	O
ritum	O
Aristótelesar	B-PER
.	O

Lúxemborg	B-LOC
(	O
12	O
)	O

Sankti	B-LOC
Kristófer	I-LOC
og	I-LOC
Nevis	I-LOC

Á	O
henni	O
flytur	O
Ómar	B-PER
Ragnarsson	I-PER
sín	O
bestu	O
lög	O
.	O

Skólinn	O
er	O
þekktur	O
fyrir	O
gráður	O
sínum	O
í	O
flugsögu	O
(	O
í	O
samstarfi	O
við	O
École	B-ORG
nationale	I-ORG
de	I-ORG
l'aviation	I-ORG
civile	I-ORG
''	O
)	O
.	O

CSI	B-ORG
:	I-ORG
Crime	I-ORG
Scene	I-ORG
Investigation	I-ORG

Panic	B-ORG
!	I-ORG
At	I-ORG
The	I-ORG
Disco	I-ORG

Talið	O
er	O
að	O
fjallið	O
hafi	O
gosið	O
48	O
sinnum	O
síðustu	O
400	O
ár	O
eða	O
frá	O
því	O
að	O
Spánverjar	B-LOC
komu	O
til	O
eyjanna	O
.	O

Þaðan	O
lá	O
leiðin	O
til	O
Bandaríkjanna	B-LOC
.	O

tilvísun	O
Elísabet	B-PER
2.	I-PER
Bretadrottning	I-PER

TILVÍSUN	O
Aulus	B-PER
Persius	I-PER
Flaccus	I-PER

tilvísun	O
Fiskur	B-ORG
og	I-ORG
franskar	I-ORG

Swansea	B-LOC
(	O
''Abertawe	O
''	O
)	O

Myndinni	O
var	O
aðeins	O
dreift	O
á	O
mynddiski	B-ORG
.	O

Langvía	B-LOC
er	O
strjáll	O
vetrargestur	O

Þjóðþingið	O
kemur	O
saman	O
í	O
Kristjánsborgarhöll	B-ORG
í	O
Kaupmannahöfn	B-LOC
.	O

Heiti	O
ostsins	O
er	O
auk	O
þess	O
verndað	O
af	O
reglugerð	O
Evrópusambandsins	B-ORG
nr	O
.	O

Víkingur	B-ORG
b-lið	I-ORG
-	O
Fram	O

Adolf	B-PER
Hitler	I-PER
taldi	O
hann	O
mögulegan	O
eftirmann	O
sinn	O
.	O

Hún	O
liggur	O
gegnt	O
eyjunni	O
Rügen	B-LOC
(	O
''Ré	O
''	O
)	O
og	O
gengur	O
stór	O
stálbrú	O
yfir	O
sundið	O
Strelasund	O
.	O

CSI	B-ORG
:	I-ORG
Crime	I-ORG
Scene	I-ORG
Investigation	I-ORG

CSI	B-ORG
:	I-ORG
Crime	I-ORG
Scene	I-ORG
Investigation	I-ORG

Alþjóðlegir	B-ORG
merkisdagar	I-ORG
og	I-ORG
merkisár	I-ORG

tilvísun	O
Arngrímur	B-PER
Jónsson	I-PER
lærði	I-PER

„Obscured	O
by	O
Clouds“	O
(	O
David	B-PER
Gilmour	I-PER
/	O
Roger	B-PER
Waters	I-PER
)	O
–	O
3:03	O

George	B-PER
Washington	I-PER
var	O
skipaður	O
yfirmaður	O
hersins	O
.	O

tilvísun	O
Ríkisstjórnir	B-ORG
Samfylkingarinnar	I-ORG
og	I-ORG
Vinstrihreyfingarinnar	I-ORG
-	I-ORG
græns	I-ORG
framboðs	I-ORG
2009-2013	I-ORG

tilvísun	O
Central	B-ORG
Intelligence	I-ORG
Agency	I-ORG

Kim	B-PER
Il	I-PER
Sung	I-PER

Tyrkir	B-LOC
fara	O
yfir	O
Bosporussund	B-LOC
og	O
inn	O
á	O
Balkanskagann	B-LOC
.	O

Í	O
nágrenni	O
við	O
bæinn	O
er	O
forn	O
vetrarbyggð	O
sem	O
kallast	O
Qilakitsoq	B-LOC
.	O

tilvísun	O
Mary	B-PER
Harris	I-PER
Jones	I-PER

Í	O
dag	O
heitir	O
landið	O
þar	O
sem	O
Ur	O
er	O
Írak	B-LOC
.	O

Svæði	O
hátíðarinnar	O
er	O
Arnarfjörður	B-LOC
,	O
Tálknafjörður	B-LOC
og	O
Patreksfjörður	B-LOC
auk	O
norðanverðs	O
Breiðafjarðar	B-LOC
.	O

Heinrich	B-PER
von	I-PER
Kleist	I-PER
(	O
1777–1811	O
)	O
,	O
þýskan	O
rithöfund	O

*mannsnafnið	O
Haukur	B-LOC
,	O
komið	O
af	O
fuglategundinni	O
.	O

Martin	B-PER
Luther	I-PER
King	I-PER
,	I-PER
Jr	I-PER
.	I-PER

'	O
''	O
Blokhus	O
''	O
'	O
er	O
strandbær	O
á	O
Jótlandi	B-LOC
og	O
er	O
mjög	O
vinsæll	O
áfangastaður	O
meðal	O
ferðamanna	O
ár	O
hvert	O
.	O

Frosnu	O
afurðirnar	O
eru	O
einnig	O
seldir	O
á	O
nálægum	O
mörkuðum	O
,	O
en	O
nokkur	O
þúsund	O
tonn	O
eru	O
flutt	O
úr	O
landi	O
,	O
aðallega	O
til	O
Bandaríkjanna	B-LOC
og	O
Frakklands	B-LOC
.	O

tilvísun	O
Rainer	B-PER
Maria	I-PER
Rilke	I-PER

KA	B-ORG
vann	O
sinn	O
fyrsta	O
og	O
eina	O
titil	O
.	O

kvæðið	O
Gróttasöng	B-LOC
,	O
og	O
er	O
nafnið	O
þá	O
dregið	O
af	O
holunni	O
sem	O
er	O
á	O
efri	O
kvarnarsteininum	O
,	O
sem	O
kornið	O
var	O
látið	O
í	O
.	O

*Finland	O
'	O
''	O
Heiðar	B-PER
Helguson	I-PER
''	O
'	O

Augustin	B-PER
Louis	I-PER
Cauchy	I-PER

Alþingi	B-ORG
hefur	O
sett	O
fram	O
lög	O
um	O
þá	O
menntastefnu	O
sem	O
krafist	O
er	O
af	O
skólastigum	O
landsins	O
.	O

Englendingar	B-LOC
rændu	O
konungsgarðinn	O
á	O
Bessastöðum	B-ORG
.	O

tilvísun	O
Jóhannes	B-PER
Sveinsson	I-PER
Kjarval	I-PER

Játvarður	B-PER
prins	I-PER
,	I-PER
jarlinn	I-PER
af	I-PER
Wessex	I-PER

Al-Kaída	B-ORG
lýsti	O
ábyrgð	O
á	O
sprengingunum	O
.	O

Siegfried	B-PER
&	I-PER
Roy	I-PER

Samsetning	B-ORG
falla	I-ORG
(	I-ORG
tölvunarfræði	I-ORG
)	I-ORG

En	O
við	O
stjórnmálastarfsemi	O
vildi	O
hann	O
aldrei	O
fást	O
,	O
þótt	O
hann	O
ætti	O
þess	O
margsinnis	O
kost	O
að	O
taka	O
að	O
sér	O
þingmensku	O
fyrir	O
Dalasýslu	B-LOC
.	O

Hryðjuverkin	B-ORG
11.	I-ORG
september	I-ORG
2001	I-ORG

Hann	O
var	O
fjórði	O
sonur	O
Sveins	B-PER
Ástríðarsonar	I-PER
sem	O
settist	O
á	O
konungsstól	O
.	O

'	O
''	O
A	B-ORG
Saucerful	I-ORG
of	I-ORG
Secrets	I-ORG
''	O
'	O
''	O

Sumir	O
vilja	O
meina	O
að	O
Kristófer	B-PER
Kólumbus	I-PER
hafi	O
einnig	O
verið	O
í	O
þessum	O
leiðangri	O
.	O

Walther	B-ORG
(	O
1	O
)	O

Johann	B-PER
Wolfgang	I-PER
von	I-PER
Goethe	I-PER

Teitur	B-PER
Þórðarson	I-PER
var	O
rekinn	O
á	O
miðju	O
tímabili	O
og	O
við	O
tók	O
Logi	B-PER
Ólafsson	I-PER
.	O

'	O
''	O
''Aldarháttur	O
''	O
'	O
''	O
er	O
ljóð	O
eftir	O
Hallgrímur	B-PER
Pétursson	I-PER
.	O

Fritillaria	B-LOC
graeca	I-LOC
''	O
Boiss	O
.	O

tilvísun	O
Possessed	B-ORG
(	I-ORG
hljómplata	I-ORG
)	I-ORG

tilvísun	O
Jakob	B-PER
6.	I-PER
Skotakonungur	I-PER

Stærsta	O
borgin	O
í	O
fylkinu	O
er	O
Fredrikstad	B-LOC
,	O
með	O
um	O
71.000	O
íbúa	O
.	O

Mústafa	B-PER
1	I-PER
.	I-PER
(	O
1617-1618	O
)	O

Lið	O
AGD	O
rannsaka	O
röð	O
morða	O
í	O
San	B-LOC
Francisco	I-LOC
sem	O
gefa	O
til	O
kynna	O
að	O
Zodiac	O
raðmorðinginn	O
hafi	O
snúið	O
aftur	O
.	O

Núverandi	O
þátttökulönd	O
eru	O
Andorra	B-LOC
,	O
Ísland	B-LOC
,	O
Kýpur	B-LOC
,	O
Liechtenstein	B-LOC
,	O
Lúxemborg	B-LOC
,	O
Malta	B-LOC
,	O
Mónakó	B-LOC
,	O
San	B-LOC
Marínó	I-LOC
og	O
Svartfjallaland	B-LOC
.	O

Border	B-ORG
collie	I-ORG
,	O
eða	O
merkjakolur	O

tilvísun	O
Rót	B-ORG
(	I-ORG
málvísindi	I-ORG
)	I-ORG

'	O
''	O
Magnús	B-PER
Scheving	I-PER
''	O
'	O

Leikstjóri	O
var	O
Friðrik	B-PER
Þór	I-PER
Friðriksson	I-PER
.	O

HBO	B-ORG
hefur	O
framleitt	O
þætti	O
gerða	O
eftir	O
bókinni	O
.	O

tilvísun	O
George	B-PER
R.R.	I-PER
Martin	I-PER

Tom	B-PER
Cruise	I-PER
sýndi	O
einnig	O
áhuga	O
á	O
hlutverkinu	O
en	O
himinhá	O
launakrafa	O
hans	O
var	O
aldrei	O
tekin	O
alvarlega	O
.	O

'	O
''	O
Litháen	B-LOC
''	O
'	O

Kirkja	B-ORG
Jesú	I-ORG
Krists	I-ORG
hinna	I-ORG
síðari	I-ORG
daga	I-ORG
heilögu	I-ORG

Ráðhúsið	O
var	O
þá	O
þegar	O
orðið	O
eitt	O
það	O
stærsta	O
í	O
Evrópu	B-LOC
.	O

Formaður	O
hans	O
er	O
Yasuo	B-PER
Fukuda	I-PER
.	O

Leturhumar	B-LOC
er	O
sú	O
humartegund	O
sem	O
veiðist	O
hér	O
við	O
land	O
.	O

Elbridge	B-PER
Gerry	I-PER
''	O
enginn	O
''	O

TILVÍSUN	O
Peter	B-PER
Andreas	I-PER
Munch	I-PER

Sigurður	B-PER
Jórsalafari	I-PER
reisti	O
þar	O
kastala	O
og	O
gerði	O
bæinn	O
að	O
höfuðstað	O
sínum	O
.	O

'	O
''	O
Svipa	O
''	O
'	O
er	O
starfsstaða	O
innan	O
beggja	O
flokkanna	O
á	O
Bandaríska	B-ORG
þinginu	I-ORG
.	O

Święty	B-LOC
Krzyż	I-LOC
(	I-LOC
hérað	I-LOC
)	I-LOC

Fram	O
-	O
Stjarnan	B-ORG
16:15	O

Hann	O
varð	O
nemandi	O
Sókratesar	B-PER
,	O
sem	O
bar	O
hlýjan	O
hug	O
til	O
hans	O
.	O

Að	O
auki	O
eru	O
fjölmargar	O
undirstofnanir	O
,	O
til	O
dæmis	O
UNICEF	B-ORG
og	O
WHO	B-ORG
.	O

Í	O
Róm	B-LOC
var	O
hann	O
leiddur	O
fáklæddur	O
milli	O
höfuðkirkna	O
og	O
hýddur	O
.	O

'	O
''	O
Valgerður	B-PER
Sverrisdóttir	I-PER
(	O
2	O
)	O
'	O
''	O

Það	O
er	O
til	O
fjölskylda	O
af	O
rannsóknarþáttum	O
á	O
CBS	O
(	O
sumir	O
framleiddir	O
af	O
Jerry	B-PER
Bruckheimer	I-PER
)	O
sem	O
hafa	O
verið	O
notaðir	O
til	O
þess	O
að	O
byggja	O
upp	O
söguþræði	O
á	O
milli	O
þeirra	O
og	O
CSI-þáttanna	O
.	O

Það	O
var	O
í	O
margar	O
aldir	O
stjórnað	O
af	O
furstabiskupum	O
úr	O
borginni	O
Utrecht	B-LOC
.	O

Þá	O
fluttist	O
hann	O
til	O
Reykjavíkur	B-LOC
.	O

TILVÍSUN	O
Logi	B-PER
Bergmann	I-PER
Eiðsson	I-PER

TILVÍSUN	O
Ku	B-ORG
Klux	I-ORG
Klan	I-ORG

Borgarvefsjá	O
-	O
kort	O
af	O
Reykjavík	B-LOC

Ilmenít	B-ORG
er	O
mest	O
unnið	O
úr	O
fjörusandi	O
.	O

Hún	O
er	O
einnig	O
þekkt	O
fyrir	O
að	O
hafa	O
verið	O
gift	O
Kurt	B-PER
Cobain	I-PER
í	O
tvö	O
ár	O
.	O

Emerson	B-ORG
,	I-ORG
Lake	I-ORG
&	I-ORG
Palmer	I-ORG

Hún	O
var	O
skrifuð	O
og	O
leikstýrð	O
af	O
Quentin	B-PER
Tarantino	I-PER
.	O

Þetta	O
þótti	O
mörgum	O
íbúum	O
nýlendnanna	O
ósanngjarnt	O
þar	O
sem	O
þeim	O
var	O
neitað	O
um	O
að	O
hafa	O
málsvara	O
í	O
breska	B-ORG
þinginu	I-ORG
.	O

Þannig	O
er	O
það	O
til	O
dæmis	O
á	O
Íslandi	B-LOC
og	O
í	O
Bandaríkjunum	B-LOC
.	O

Meðal	O
annars	O
jókst	O
mikilvægi	O
Evrópusambandsins	B-ORG
.	O

tilvísun	O
Isabel	B-PER
Martínez	I-PER
de	I-PER
Perón	I-PER

tilvísun	O
Efnahags-	B-ORG
og	I-ORG
viðskipta­ráðuneyti	I-ORG
Íslands	I-ORG

Two	B-ORG
and	I-ORG
a	I-ORG
Half	I-ORG
Men	I-ORG

tilvísun	O
Rót	B-ORG
(	I-ORG
virki	I-ORG
)	I-ORG

tilvísun	O
Iður	B-ORG
(	I-ORG
mengjafræði	I-ORG
)	I-ORG

tilvísun	O
Píanósónata	B-ORG
nr.	I-ORG
14	I-ORG
(	I-ORG
Beethoven	I-ORG
)	I-ORG

'	O
''	O
Króatía	B-LOC
''	O
'	O

Hann	O
var	O
í	O
hljómsveitunum	O
Purrki	B-ORG
Pillnikk	I-ORG
og	O
Sykurmolunum	B-ORG
og	O
var	O
einn	O
af	O
stofnendum	O
Smekkleysu	B-ORG
.	O

Kommúnistaflokkur	B-ORG
Íslands	I-ORG
(	I-ORG
m-l	I-ORG
)	I-ORG

Halldór	B-PER
Laxness	I-PER
talar	O
um	O
þýðingu	O
þessa	O
í	O
einni	O
minningarbók	O
sinna	O
.	O

tilvísun	O
Joseph	B-PER
Paul	I-PER
Gaimard	I-PER

Simbabve	B-LOC
(	O
13	O
)	O

tilvísun	O
Kristján	B-PER
2	I-PER
.	I-PER

Sýslan	O
liggur	O
fyrir	O
botni	O
Húnaflóa	B-LOC
og	O
er	O
alls	O
um	O
4920	O
km²	O
.	O

Leikinn	O
af	O
Rob	B-PER
Morrow	I-PER
.	O

Borgin	O
liggur	O
í	O
norðurhluta	O
landsins	O
við	O
fljótið	O
Dnjepr	B-ORG
.	O

Karlalandsliðið	B-ORG
lék	O
nokkra	O
vináttulandsleiki	O
á	O
tímabilinu	O
.	O

TILVÍSUN	O
Tiberius	B-PER
Sempronius	I-PER
Gracchus	I-PER

tilvísun	O
The	B-ORG
Number	I-ORG
of	I-ORG
the	I-ORG
Beast	I-ORG

Aserbaídsjan	B-LOC
(	O
53	O
)	O

tilvísun	O
Liverpool	B-ORG
(	I-ORG
knattspyrnufélag	I-ORG
)	I-ORG

Kröfum	O
um	O
að	O
framselja	O
hann	O
til	O
Danmerkur	B-LOC
var	O
alfarið	O
hafnað	O
.	O

Hann	O
bjó	O
í	O
mörg	O
ár	O
í	O
Lausanne	B-LOC
í	O
Sviss	B-LOC
og	O
leit	O
að	O
ýmsu	O
leyti	O
á	O
sig	O
fremur	O
sem	O
Svisslending	O
en	O
Englending	O
.	O

'	O
''	O
Japan	B-LOC
''	O
'	O

'	O
''	O
Úrúgvælotan	B-ORG
''	O
'	O

'	O
''	O
Kaldrananeshreppur	B-LOC
''	O
'	O

Hún	O
er	O
meðlimur	O
og	O
einnig	O
einn	O
stofnenda	O
hljómsveitarinnar	O
Dixie	B-ORG
Chicks	I-ORG
.	O

'	O
''	O
Spánn	B-LOC
og	O
Portúgal	B-LOC
''	O
'	O

Höfuðstaðurinn	O
í	O
fylkinu	O
er	O
Lillehammer	B-LOC
,	O
með	O
um	O
26.000	O
íbúa	O
.	O

Vestasti	O
endir	O
kantónunnar	O
nemur	O
við	O
Genfarvatn	B-LOC
.	O

Richmond	B-ORG
upon	I-ORG
Thames	I-ORG
(	I-ORG
borgarhluti	I-ORG
)	I-ORG

Hann	O
var	O
undir	O
áhrifum	O
frá	O
Isaac	B-PER
Newton	I-PER
.	O

Volkhov	B-LOC
(	I-LOC
borg	I-LOC
)	I-LOC

Jóhannes	B-PER
Páll	I-PER
2	I-PER
.	I-PER

TILVÍSUN	O
Grafhýsið	B-ORG
í	I-ORG
Halikarnassos	I-ORG

Framkvæmd	O
leikanna	O
þótti	O
að	O
mörgu	O
leyti	O
takast	O
vel	O
,	O
en	O
þó	O
skyggði	O
á	O
að	O
nær	O
eingöngu	O
keppendur	O
frá	O
Norður-Ameríku	B-LOC
tóku	O
þátt	O
í	O
þeim	O
.	O

Staða	O
hans	O
sem	O
''dictator	O
''	O
er	O
almennt	O
talin	O
tilheyra	O
rómverska	B-LOC
lýðveldinu	I-LOC
.	O

Hvíta	B-ORG
húsið	I-ORG
(	I-ORG
Washington	I-ORG
,	I-ORG
D.C	I-ORG
.	I-ORG
)	I-ORG

Dæmi	O
um	O
þetta	O
er	O
guðshugmynd	O
Aristótelesar	B-PER
.	O

Arduino	O
vélbúnaðarhönnun	O
er	O
dreift	O
með	O
Creative	B-ORG
Commons	I-ORG
Attribution	O
Share-Alike	O
2.5	O
höfundarleyfi	O
.	O

Kingston	B-LOC
upon	I-LOC
Thames	I-LOC
(	I-LOC
borgarhluti	I-LOC
)	I-LOC

CSI	B-ORG
:	I-ORG
Crime	I-ORG
Scene	I-ORG
Investigation	I-ORG

Höfuðstöðvar	O
þeirra	O
eru	O
staðsettar	O
í	O
Ósló	B-LOC
.	O

Hendrik	B-PER
Antoon	I-PER
Lorentz	I-PER

Vilhjálmi	B-PER
2.	I-PER
Þýskalandskeisara	I-PER
var	O
ýtt	O
til	O
hliðar	O
og	O
hann	O
hafði	O
lítið	O
að	O
segja	O
um	O
framgöngu	O
stríðsrekstursins	O
.	O

Dante	B-PER
Alighieri	I-PER
var	O
rekinn	O
í	O
útlegð	O
frá	O
Flórens	B-LOC
.	O

(	O
357a-383c	O
)	O
Ríkið	B-ORG
II	I-ORG

Við	O
götuna	O
standa	O
fá	O
íbúðahús	O
sem	O
og	O
tvö	O
hús	O
Menntaskólans	B-ORG
í	I-ORG
Reykjavík	I-ORG
og	O
er	O
annað	O
þeirra	O
kallað	O
eftir	O
götunni	O
í	O
daglegu	O
tali	O
nemenda	O
.	O

Gínea	B-LOC
(	O
1	O
)	O

TILVÍSUN	O
Dómkirkjan	B-ORG
í	I-ORG
Reykjavík	I-ORG

Skipið	O
var	O
að	O
koma	O
frá	O
Liverpool	B-LOC
á	O
Englandi	B-LOC
til	O
Íslands	B-LOC
og	O
var	O
upprunalega	O
á	O
leið	O
til	O
Vestmannaeyja	B-LOC
en	O
áætlun	O
var	O
breytt	O
og	O
ákveðið	O
að	O
fara	O
til	O
Eskifjarðar	B-LOC
.	O

tilvísun	O
Godspeed	B-ORG
You	I-ORG
!	I-ORG
Black	I-ORG
Emperor	I-ORG

Þeir	O
eru	O
ættaðir	O
frá	O
Suður-Ameríku	B-LOC
,	O
nánar	O
tiltekið	O
löndum	O
í	O
Andesfjöllum	B-LOC
eins	O
og	O
Bólivíu	B-LOC
,	O
Perú	B-LOC
og	O
Ekvador	B-LOC
.	O

tilvísun	O
Fjölnir	B-ORG
(	I-ORG
tímarit	I-ORG
)	I-ORG

**	O
Göng	O
undir	O
Öskjuhlíð	B-ORG
.	O

Óendurnýjanlegir	O
stofnar	O
eru	O
óendurnýjanlegar	B-ORG
auðlindir	I-ORG
.	O

Dómkirkjan	B-ORG
í	I-ORG
Flórens	I-ORG

Ári	O
síðar	O
fór	O
hann	O
á	O
láni	O
til	O
Viking	B-ORG
Fotballklubb	I-ORG
.	O

Miðflokkurinn	B-ORG
(	O
3	O
)	O

Listi	B-ORG
yfir	I-ORG
fangelsi	I-ORG
á	I-ORG
Íslandi	I-ORG

Bærinn	O
stendur	O
norðan	O
megin	O
við	O
Genfarvatn	B-LOC
.	O

Eingöngu	O
er	O
hægt	O
að	O
nálgast	O
leikinn	O
gegnum	O
Steam	B-ORG
.	O

Sörkvir	B-PER
yngri	I-PER
Karlsson	I-PER
(	O
S	O
.	O
)	O

Öll	O
lög	O
á	O
plötunni	O
eru	O
eftir	O
Noel	B-PER
Gallagher	I-PER
.	O

''	O
'Wyoming	O
''	O
'	O
er	O
fylki	B-LOC
í	O
Bandaríkjunum	B-LOC
.	O

Hann	O
vann	O
mestan	O
hluta	O
ævi	O
sinnar	O
við	O
hirð	O
